Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A7L2NP63	unreviewed	Snake toxin/toxin-like domain-containing protein	182897	Pycnonotus jocosus	87	IPR035076	6..79
A0A7L2PHR1	unreviewed	UPAR/Ly6 domain-containing protein	182897	Pycnonotus jocosus	104	IPR035076	5..75
A0A7L2PKC2	unreviewed	UPAR/Ly6 domain-containing protein	589841	Hypocryptadius cinnamomeus	104	IPR035076	5..75
A0A7L2PPR2	unreviewed	Snake toxin/toxin-like domain-containing protein	589841	Hypocryptadius cinnamomeus	96	IPR035076	5..90
A0A7L2PPV8	unreviewed	UPAR/Ly6 domain-containing protein	589841	Hypocryptadius cinnamomeus	112	IPR035076	9..82
A0A7L2PRL1	unreviewed	UPAR/Ly6 domain-containing protein	589841	Hypocryptadius cinnamomeus	109	IPR035076	5..80
A0A7L2PS23	unreviewed	UPAR/Ly6 domain-containing protein	589841	Hypocryptadius cinnamomeus	107	IPR035076	3..77
A0A7L2QSM7	unreviewed	UPAR/Ly6 domain-containing protein	98144	Oxylabes madagascariensis	112	IPR035076	9..82
A0A7L2QSV2	unreviewed	UPAR/Ly6 domain-containing protein	98144	Oxylabes madagascariensis	110	IPR035076	5..80
A0A7L2QTJ2	unreviewed	UPAR/Ly6 domain-containing protein	98144	Oxylabes madagascariensis	109	IPR035076	3..79
A0A7L2R5H8	unreviewed	Snake toxin/toxin-like domain-containing protein	98144	Oxylabes madagascariensis	69	IPR035076	2..39
A0A7L2RCY9	unreviewed	Snake toxin/toxin-like domain-containing protein	254563	Neodrepanis coruscans	102	IPR035076	19..96
A0A7L2RM73	unreviewed	UPAR/Ly6 domain-containing protein	254563	Neodrepanis coruscans	87	IPR035076	6..79
A0A7L2RNJ3	unreviewed	UPAR/Ly6 domain-containing protein	254563	Neodrepanis coruscans	109	IPR035076	4..79
A0A7L2RPT8	unreviewed	UPAR/Ly6 domain-containing protein	254563	Neodrepanis coruscans	109	IPR035076	3..79
A0A7L2RQ57	unreviewed	UPAR/Ly6 domain-containing protein	254563	Neodrepanis coruscans	112	IPR035076	8..82
A0A7L2S8A7	unreviewed	Snake toxin/toxin-like domain-containing protein	98133	Mystacornis crossleyi	87	IPR035076	3..79
A0A7L2S8P0	unreviewed	UPAR/Ly6 domain-containing protein	98133	Mystacornis crossleyi	127	IPR035076	22..97
A0A7L2S909	unreviewed	UPAR/Ly6 domain-containing protein	98133	Mystacornis crossleyi	109	IPR035076	3..79
A0A7L2S926	unreviewed	UPAR/Ly6 domain-containing protein	98133	Mystacornis crossleyi	112	IPR035076	8..82
A0A7L2SPG9	unreviewed	Snake toxin/toxin-like domain-containing protein	98133	Mystacornis crossleyi	69	IPR035076	3..39
A0A7L2T7H9	unreviewed	UPAR/Ly6 domain-containing protein	9176	Pomatostomus ruficeps	112	IPR035076	8..82
A0A7L2T8U3	unreviewed	UPAR/Ly6 domain-containing protein	9176	Pomatostomus ruficeps	107	IPR035076	3..77
A0A7L2TAA6	unreviewed	UPAR/Ly6 domain-containing protein	9176	Pomatostomus ruficeps	109	IPR035076	5..80
A0A7L2UUA0	unreviewed	UPAR/Ly6 domain-containing protein	33584	Balaeniceps rex	112	IPR035076	8..82
A0A7L2UUR6	unreviewed	UPAR/Ly6 domain-containing protein	33584	Balaeniceps rex	107	IPR035076	2..77
A0A7L2UV33	unreviewed	Snake toxin/toxin-like domain-containing protein	33584	Balaeniceps rex	107	IPR035076	21..101
A0A7L2UVB0	unreviewed	UPAR/Ly6 domain-containing protein	33584	Balaeniceps rex	127	IPR035076	26..97
A0A7L2V460	unreviewed	UPAR/Ly6 domain-containing protein	135165	Brachypteracias leptosomus	108	IPR035076	22..102
A0A7L2V4P5	unreviewed	UPAR/Ly6 domain-containing protein	135165	Brachypteracias leptosomus	112	IPR035076	8..82
A0A7L2V790	unreviewed	UPAR/Ly6 domain-containing protein	135165	Brachypteracias leptosomus	109	IPR035076	2..79
A0A7L2X165	unreviewed	Snake toxin/toxin-like domain-containing protein	56262	Pandion haliaetus	91	IPR035076	5..85
A0A7L2X2E3	unreviewed	UPAR/Ly6 domain-containing protein	56262	Pandion haliaetus	127	IPR035076	22..97
A0A7L2X371	unreviewed	UPAR/Ly6 domain-containing protein	56262	Pandion haliaetus	87	IPR035076	6..79
A0A7L2X401	unreviewed	UPAR/Ly6 domain-containing protein	56262	Pandion haliaetus	112	IPR035076	8..82
A0A7L2X668	unreviewed	UPAR/Ly6 domain-containing protein	56262	Pandion haliaetus	109	IPR035076	3..79
A0A7L2XAG0	unreviewed	UPAR/Ly6 domain-containing protein	1112836	Erpornis zantholeuca	87	IPR035076	3..79
A0A7L2XJM1	unreviewed	UPAR/Ly6 domain-containing protein	1112836	Erpornis zantholeuca	109	IPR035076	5..80
A0A7L2XJN3	unreviewed	UPAR/Ly6 domain-containing protein	1112836	Erpornis zantholeuca	111	IPR035076	8..81
A0A7L2XMJ8	unreviewed	UPAR/Ly6 domain-containing protein	1112836	Erpornis zantholeuca	107	IPR035076	3..77
A0A7L2XQ41	unreviewed	UPAR/Ly6 domain-containing protein	1112836	Erpornis zantholeuca	87	IPR035076	5..81
A0A7L2YVD3	unreviewed	UPAR/Ly6 domain-containing protein	54508	Jacana jacana	125	IPR035076	22..97
A0A7L2YXU2	unreviewed	UPAR/Ly6 domain-containing protein	54508	Jacana jacana	112	IPR035076	8..82
A0A7L2YYU9	unreviewed	UPAR/Ly6 domain-containing protein	54508	Jacana jacana	103	IPR035076	22..97
A0A7L2Z2Z4	unreviewed	UPAR/Ly6 domain-containing protein	54508	Jacana jacana	107	IPR035076	3..77
A0A7L2ZL25	unreviewed	UPAR/Ly6 domain-containing protein	670355	Prunella fulvescens	112	IPR035076	8..82
A0A7L2ZN30	unreviewed	UPAR/Ly6 domain-containing protein	670355	Prunella fulvescens	87	IPR035076	6..79
A0A7L2ZSC7	unreviewed	UPAR/Ly6 domain-containing protein	670355	Prunella fulvescens	100	IPR035076	18..94
A0A7L2ZT11	unreviewed	UPAR/Ly6 domain-containing protein	670355	Prunella fulvescens	110	IPR035076	3..80
A0A7L3B748	unreviewed	UPAR/Ly6 domain-containing protein	302527	Syrrhaptes paradoxus	109	IPR035076	5..79
A0A7L3BAA3	unreviewed	UPAR/Ly6 domain-containing protein	302527	Syrrhaptes paradoxus	109	IPR035076	3..79
A0A7L3BB07	unreviewed	Snake toxin/toxin-like domain-containing protein	302527	Syrrhaptes paradoxus	104	IPR035076	20..98
A0A7L3BCG0	unreviewed	UPAR/Ly6 domain-containing protein	302527	Syrrhaptes paradoxus	112	IPR035076	9..82
A0A7L3CJB8	unreviewed	Snake toxin/toxin-like domain-containing protein	37079	Pelecanoides urinatrix	109	IPR035076	23..103
A0A7L3CJF0	unreviewed	UPAR/Ly6 domain-containing protein	37079	Pelecanoides urinatrix	109	IPR035076	4..79
A0A7L3CJQ1	unreviewed	UPAR/Ly6 domain-containing protein	37079	Pelecanoides urinatrix	112	IPR035076	8..82
A0A7L3CJU1	unreviewed	UPAR/Ly6 domain-containing protein	37079	Pelecanoides urinatrix	109	IPR035076	2..79
A0A7L3D9A8	unreviewed	UPAR/Ly6 domain-containing protein	227228	Pluvianellus socialis	107	IPR035076	26..101
A0A7L3D9B4	unreviewed	UPAR/Ly6 domain-containing protein	227228	Pluvianellus socialis	109	IPR035076	3..79
A0A7L3D9E8	unreviewed	UPAR/Ly6 domain-containing protein	227228	Pluvianellus socialis	112	IPR035076	8..82
A0A7L3DBK9	unreviewed	UPAR/Ly6 domain-containing protein	227228	Pluvianellus socialis	127	IPR035076	22..97
A0A7L3EE55	unreviewed	UPAR/Ly6 domain-containing protein	221966	Chaetops frenatus	110	IPR035076	3..80
A0A7L3EFT2	unreviewed	Snake toxin/toxin-like domain-containing protein	221966	Chaetops frenatus	100	IPR035076	18..94
A0A7L3EG28	unreviewed	UPAR/Ly6 domain-containing protein	221966	Chaetops frenatus	112	IPR035076	8..82
A0A7L3F275	unreviewed	UPAR/Ly6 domain-containing protein	2585822	Zapornia atra	107	IPR035076	2..77
A0A7L3F6J7	unreviewed	UPAR/Ly6 domain-containing protein	2585822	Zapornia atra	112	IPR035076	8..82
A0A7L3F6V6	unreviewed	UPAR/Ly6 domain-containing protein	2585822	Zapornia atra	108	IPR035076	4..79
A0A7L3FAQ4	unreviewed	UPAR/Ly6 domain-containing protein	2585822	Zapornia atra	87	IPR035076	5..81
A0A7L3G852	unreviewed	Snake toxin/toxin-like domain-containing protein	317792	Anhinga rufa	108	IPR035076	22..102
A0A7L3GAI3	unreviewed	UPAR/Ly6 domain-containing protein	317792	Anhinga rufa	112	IPR035076	9..82
A0A7L3GC53	unreviewed	UPAR/Ly6 domain-containing protein	317792	Anhinga rufa	109	IPR035076	2..79
A0A7L3GZU5	unreviewed	UPAR/Ly6 domain-containing protein	245048	Buphagus erythrorhynchus	100	IPR035076	18..94
A0A7L3HBH3	unreviewed	UPAR/Ly6 domain-containing protein	245048	Buphagus erythrorhynchus	104	IPR035076	5..75
A0A7L3HC62	unreviewed	Snake toxin/toxin-like domain-containing protein	245048	Buphagus erythrorhynchus	87	IPR035076	3..79
A0A7L3HEI9	unreviewed	UPAR/Ly6 domain-containing protein	245048	Buphagus erythrorhynchus	109	IPR035076	3..79
A0A7L3HEN4	unreviewed	UPAR/Ly6 domain-containing protein	245048	Buphagus erythrorhynchus	112	IPR035076	9..82
A0A7L3HLQ7	unreviewed	Snake toxin/toxin-like domain-containing protein	245048	Buphagus erythrorhynchus	69	IPR035076	3..39
A0A7L3I277	unreviewed	UPAR/Ly6 domain-containing protein	254575	Pardalotus punctatus	109	IPR035076	3..79
A0A7L3I415	unreviewed	UPAR/Ly6 domain-containing protein	254575	Pardalotus punctatus	112	IPR035076	9..82
A0A7L3I4G8	unreviewed	UPAR/Ly6 domain-containing protein	254575	Pardalotus punctatus	110	IPR035076	5..80
A0A7L3J4X8	unreviewed	UPAR/Ly6 domain-containing protein	54017	Thalassarche chlororhynchos	112	IPR035076	8..82
A0A7L3J4Y7	unreviewed	UPAR/Ly6 domain-containing protein	54017	Thalassarche chlororhynchos	126	IPR035076	22..97
A0A7L3J584	unreviewed	Snake toxin/toxin-like domain-containing protein	54017	Thalassarche chlororhynchos	108	IPR035076	22..102
A0A7L3J9I6	unreviewed	UPAR/Ly6 domain-containing protein	54017	Thalassarche chlororhynchos	107	IPR035076	2..77
A0A7L3KR08	unreviewed	UPAR/Ly6 domain-containing protein	626378	Drymodes brunneopygia	103	IPR035076	21..97
A0A7L3KR09	unreviewed	UPAR/Ly6 domain-containing protein	626378	Drymodes brunneopygia	117	IPR035076	4..87
A0A7L3KS99	unreviewed	UPAR/Ly6 domain-containing protein	626378	Drymodes brunneopygia	112	IPR035076	8..82
A0A7L3KSP1	unreviewed	UPAR/Ly6 domain-containing protein	626378	Drymodes brunneopygia	111	IPR035076	6..81
A0A7L3LKW7	unreviewed	Snake toxin/toxin-like domain-containing protein	2529409	Turnix velox	87	IPR035076	6..79
A0A7L3LQJ1	unreviewed	UPAR/Ly6 domain-containing protein	2529409	Turnix velox	112	IPR035076	9..82
A0A7L3MED1	unreviewed	UPAR/Ly6 domain-containing protein	2585811	Horornis vulcanius	110	IPR035076	5..80
A0A7L3MFP8	unreviewed	UPAR/Ly6 domain-containing protein	2585811	Horornis vulcanius	109	IPR035076	3..79
A0A7L3N9X7	unreviewed	UPAR/Ly6 domain-containing protein	689266	Oreotrochilus melanogaster	112	IPR035076	8..82
A0A7L3NBH0	unreviewed	Snake toxin/toxin-like domain-containing protein	689266	Oreotrochilus melanogaster	93	IPR035076	6..64
A0A7L3NCG2	unreviewed	UPAR/Ly6 domain-containing protein	689266	Oreotrochilus melanogaster	108	IPR035076	4..79
A0A7L3NHB1	unreviewed	UPAR/Ly6 domain-containing protein	689266	Oreotrochilus melanogaster	86	IPR035076	5..80
A0A7L3NS74	unreviewed	UPAR/Ly6 domain-containing protein	689266	Oreotrochilus melanogaster	107	IPR035076	2..77
A0A7L3P2V8	unreviewed	UPAR/Ly6 domain-containing protein	269412	Xiphorhynchus elegans	87	IPR035076	6..79
A0A7L3P2Y8	unreviewed	UPAR/Ly6 domain-containing protein	269412	Xiphorhynchus elegans	132	IPR035076	27..102
A0A7L3P317	unreviewed	UPAR/Ly6 domain-containing protein	269412	Xiphorhynchus elegans	109	IPR035076	3..79
A0A7L3P3L4	unreviewed	Snake toxin/toxin-like domain-containing protein	269412	Xiphorhynchus elegans	104	IPR035076	17..98
A0A7L3P8C5	unreviewed	UPAR/Ly6 domain-containing protein	269412	Xiphorhynchus elegans	112	IPR035076	8..82
A0A7L3QCI1	unreviewed	UPAR/Ly6 domain-containing protein	68486	Cettia cetti	109	IPR035076	3..79
A0A7L3QFF3	unreviewed	UPAR/Ly6 domain-containing protein	68486	Cettia cetti	125	IPR035076	20..95
A0A7L3QGZ3	unreviewed	UPAR/Ly6 domain-containing protein	68486	Cettia cetti	112	IPR035076	9..82
A0A7L3R4J5	unreviewed	UPAR/Ly6 domain-containing protein	28697	Cepphus grylle	103	IPR035076	22..97
A0A7L3R4R1	unreviewed	UPAR/Ly6 domain-containing protein	28697	Cepphus grylle	112	IPR035076	8..82
A0A7L3R6P9	unreviewed	UPAR/Ly6 domain-containing protein	28697	Cepphus grylle	109	IPR035076	4..79
A0A7L3R7T2	unreviewed	UPAR/Ly6 domain-containing protein	28697	Cepphus grylle	109	IPR035076	2..79
A0A7L3T2D1	unreviewed	UPAR/Ly6 domain-containing protein	75485	Rissa tridactyla	109	IPR035076	4..79
A0A7L3T2V1	unreviewed	UPAR/Ly6 domain-containing protein	75485	Rissa tridactyla	105	IPR035076	22..99
A0A7L3T3P5	unreviewed	UPAR/Ly6 domain-containing protein	75485	Rissa tridactyla	109	IPR035076	2..79
A0A7L3T3V6	unreviewed	UPAR/Ly6 domain-containing protein	75485	Rissa tridactyla	112	IPR035076	8..82
A0A7L3TT55	unreviewed	UPAR/Ly6 domain-containing protein	13746	Uria aalge	109	IPR035076	2..79
A0A7L3TT59	unreviewed	UPAR/Ly6 domain-containing protein	13746	Uria aalge	103	IPR035076	22..97
A0A7L3TTF0	unreviewed	UPAR/Ly6 domain-containing protein	13746	Uria aalge	109	IPR035076	4..79
A0A7L3TTX9	unreviewed	UPAR/Ly6 domain-containing protein	13746	Uria aalge	87	IPR035076	6..79
A0A7L3VYM6	unreviewed	UPAR/Ly6 domain-containing protein	84834	Molothrus ater	110	IPR035076	5..80
A0A7L3VZQ2	unreviewed	UPAR/Ly6 domain-containing protein	84834	Molothrus ater	109	IPR035076	3..79
A0A7L3VZR2	unreviewed	UPAR/Ly6 domain-containing protein	84834	Molothrus ater	87	IPR035076	6..79
A0A7L3W025	unreviewed	UPAR/Ly6 domain-containing protein	84834	Molothrus ater	107	IPR035076	18..101
A0A7L3W034	unreviewed	UPAR/Ly6 domain-containing protein	84834	Molothrus ater	112	IPR035076	9..82
A0A7L3WAX6	unreviewed	UPAR/Ly6 domain-containing protein	2478892	Atlantisia rogersi	101	IPR035076	19..95
A0A7L3WHH6	unreviewed	Snake toxin/toxin-like domain-containing protein	2478892	Atlantisia rogersi	69	IPR035076	6..39
A0A7L3WVF9	unreviewed	UPAR/Ly6 domain-containing protein	2478892	Atlantisia rogersi	123	IPR035076	18..93
A0A7L3XAS0	unreviewed	UPAR/Ly6 domain-containing protein	1323832	Calonectris borealis	87	IPR035076	6..79
A0A7L3XM26	unreviewed	UPAR/Ly6 domain-containing protein	1323832	Calonectris borealis	112	IPR035076	8..82
A0A7L3XM55	unreviewed	UPAR/Ly6 domain-containing protein	1323832	Calonectris borealis	109	IPR035076	4..79
A0A7L3XPR5	unreviewed	UPAR/Ly6 domain-containing protein	1323832	Calonectris borealis	109	IPR035076	2..79
A0A7L3Y6Q0	unreviewed	UPAR/Ly6 domain-containing protein	1323832	Calonectris borealis	102	IPR035076	21..96
A0A7L3YXV5	unreviewed	UPAR/Ly6 domain-containing protein	79628	Fregetta grallaria	112	IPR035076	8..82
A0A7L3YYF9	unreviewed	Snake toxin/toxin-like domain-containing protein	79628	Fregetta grallaria	107	IPR035076	21..101
A0A7L3YZI6	unreviewed	UPAR/Ly6 domain-containing protein	79628	Fregetta grallaria	109	IPR035076	4..79
A0A7L3Z0G0	unreviewed	UPAR/Ly6 domain-containing protein	79628	Fregetta grallaria	109	IPR035076	3..79
A0A7L3ZMM5	unreviewed	Snake toxin/toxin-like domain-containing protein	321084	Circaetus pectoralis	106	IPR035076	20..100
A0A7L3ZMX0	unreviewed	UPAR/Ly6 domain-containing protein	321084	Circaetus pectoralis	112	IPR035076	8..82
A0A7L3ZPJ1	unreviewed	UPAR/Ly6 domain-containing protein	321084	Circaetus pectoralis	109	IPR035076	3..79
A0A7L3ZRE6	unreviewed	UPAR/Ly6 domain-containing protein	321084	Circaetus pectoralis	109	IPR035076	8..79
A0A7L4B7T8	unreviewed	UPAR/Ly6 domain-containing protein	297813	Phaetusa simplex	101	IPR035076	20..95
A0A7L4B7V6	unreviewed	UPAR/Ly6 domain-containing protein	297813	Phaetusa simplex	112	IPR035076	8..82
A0A7L4B9J9	unreviewed	UPAR/Ly6 domain-containing protein	297813	Phaetusa simplex	107	IPR035076	2..77
A0A7L4BLP1	unreviewed	UPAR/Ly6 domain-containing protein	297813	Phaetusa simplex	109	IPR035076	4..79
A0A7L4C7R6	unreviewed	Snake toxin/toxin-like domain-containing protein	382315	Nyctiprogne leucopyga	91	IPR035076	5..85
A0A7L4C7W5	unreviewed	UPAR/Ly6 domain-containing protein	382315	Nyctiprogne leucopyga	107	IPR035076	3..77
A0A7L4C855	unreviewed	UPAR/Ly6 domain-containing protein	382315	Nyctiprogne leucopyga	112	IPR035076	8..82
A0A7L4C9P7	unreviewed	UPAR/Ly6 domain-containing protein	382315	Nyctiprogne leucopyga	106	IPR035076	5..79
A0A7L4DCR7	unreviewed	Snake toxin/toxin-like domain-containing protein	325343	Eurystomus gularis	91	IPR035076	5..85
A0A7L4DE49	unreviewed	UPAR/Ly6 domain-containing protein	325343	Eurystomus gularis	108	IPR035076	4..79
A0A7L4DEG8	unreviewed	UPAR/Ly6 domain-containing protein	325343	Eurystomus gularis	111	IPR035076	7..81
A0A7L4DF32	unreviewed	UPAR/Ly6 domain-containing protein	325343	Eurystomus gularis	106	IPR035076	3..77
A0A7L4DF77	unreviewed	Snake toxin/toxin-like domain-containing protein	325343	Eurystomus gularis	86	IPR035076	6..79
A0A7L4EE62	unreviewed	UPAR/Ly6 domain-containing protein	43150	Hirundo rustica	110	IPR035076	5..80
A0A7L4EED1	unreviewed	UPAR/Ly6 domain-containing protein	43150	Hirundo rustica	101	IPR035076	19..95
A0A7L4EEP1	unreviewed	UPAR/Ly6 domain-containing protein	43150	Hirundo rustica	113	IPR035076	3..83
A0A7L4EG77	unreviewed	UPAR/Ly6 domain-containing protein	43150	Hirundo rustica	104	IPR035076	5..75
A0A7L4EGN6	unreviewed	UPAR/Ly6 domain-containing protein	43150	Hirundo rustica	112	IPR035076	9..82
A0A7L4G7J2	unreviewed	UPAR/Ly6 domain-containing protein	262131	Alopecoenas beccarii	126	IPR035076	21..96
A0A7L4G7M1	unreviewed	UPAR/Ly6 domain-containing protein	262131	Alopecoenas beccarii	109	IPR035076	2..79
A0A7L4G8N2	unreviewed	Snake toxin/toxin-like domain-containing protein	262131	Alopecoenas beccarii	87	IPR035076	6..79
A0A7L4G9U2	unreviewed	UPAR/Ly6 domain-containing protein	262131	Alopecoenas beccarii	112	IPR035076	8..82
A0A7L4GA38	unreviewed	Snake toxin/toxin-like domain-containing protein	262131	Alopecoenas beccarii	106	IPR035076	19..100
A0A7L4GHJ7	unreviewed	UPAR/Ly6 domain-containing protein	8905	Podargus strigoides	112	IPR035076	8..82
A0A7L4GHM3	unreviewed	UPAR/Ly6 domain-containing protein	8905	Podargus strigoides	125	IPR035076	21..95
A0A7L4GK39	unreviewed	UPAR/Ly6 domain-containing protein	8905	Podargus strigoides	107	IPR035076	3..77
A0A7L4GKD4	unreviewed	Snake toxin/toxin-like domain-containing protein	8905	Podargus strigoides	90	IPR035076	5..84
A0A7L4HY32	unreviewed	UPAR/Ly6 domain-containing protein	33581	Scopus umbretta	127	IPR035076	21..97
A0A7L4HY71	unreviewed	UPAR/Ly6 domain-containing protein	33581	Scopus umbretta	107	IPR035076	2..77
A0A7L4HYX1	unreviewed	UPAR/Ly6 domain-containing protein	33581	Scopus umbretta	112	IPR035076	8..82
A0A7L4I014	unreviewed	Snake toxin/toxin-like domain-containing protein	33581	Scopus umbretta	107	IPR035076	21..101
A0A7L4JBY4	unreviewed	UPAR/Ly6 domain-containing protein	932028	Pomatorhinus ruficollis	112	IPR035076	8..82
A0A7L4JC99	unreviewed	UPAR/Ly6 domain-containing protein	932028	Pomatorhinus ruficollis	106	IPR035076	21..100
A0A7L4JEU2	unreviewed	UPAR/Ly6 domain-containing protein	932028	Pomatorhinus ruficollis	109	IPR035076	3..79
A0A7L4K8S0	unreviewed	UPAR/Ly6 domain-containing protein	1961834	Ceuthmochares aereus	112	IPR035076	9..82
A0A7L4KAW5	unreviewed	Snake toxin/toxin-like domain-containing protein	1961834	Ceuthmochares aereus	106	IPR035076	20..100
A0A7L4KBX3	unreviewed	UPAR/Ly6 domain-containing protein	1961834	Ceuthmochares aereus	109	IPR035076	4..79
A0A7L4L4P8	unreviewed	UPAR/Ly6 domain-containing protein	1347786	Callaeas wilsoni	107	IPR035076	3..77
A0A7L4L4Q5	unreviewed	UPAR/Ly6 domain-containing protein	1347786	Callaeas wilsoni	126	IPR035076	21..96
A0A7L4L4X0	unreviewed	UPAR/Ly6 domain-containing protein	1347786	Callaeas wilsoni	112	IPR035076	8..82
A0A7L4L5D3	unreviewed	UPAR/Ly6 domain-containing protein	1347786	Callaeas wilsoni	100	IPR035076	17..94
A0A7L4MGC3	unreviewed	UPAR/Ly6 domain-containing protein	43316	Glareola pratincola	109	IPR035076	2..79
A0A7L4MHN8	unreviewed	UPAR/Ly6 domain-containing protein	43316	Glareola pratincola	103	IPR035076	22..97
A0A7L4MJE2	unreviewed	UPAR/Ly6 domain-containing protein	43316	Glareola pratincola	109	IPR035076	4..79
A0A7L4MLU3	unreviewed	UPAR/Ly6 domain-containing protein	43316	Glareola pratincola	112	IPR035076	8..82
A0A7L4NFW4	unreviewed	Snake toxin/toxin-like domain-containing protein	390723	Ceyx cyanopectus	112	IPR035076	26..106
A0A7L4NLJ8	unreviewed	UPAR/Ly6 domain-containing protein	390723	Ceyx cyanopectus	109	IPR035076	4..79
A0A7M4F4M7	unreviewed	UPAR/Ly6 domain-containing protein	8502	Crocodylus porosus	132	IPR035076	28..102
A0A7M4G012	unreviewed	UPAR/Ly6 domain-containing protein	8502	Crocodylus porosus	133	IPR035076	41..103
A0A7N4NQZ4	unreviewed	Snake toxin/toxin-like domain-containing protein	9305	Sarcophilus harrisii	124	IPR035076	24..98
A0A7N4NVL1	unreviewed	UPAR/Ly6 domain-containing protein	9305	Sarcophilus harrisii	169	IPR035076	68..137
A0A7N4PH60	unreviewed	UPAR/Ly6 domain-containing protein	9305	Sarcophilus harrisii	121	IPR035076	21..92
A0A7N4UXV2	unreviewed	UPAR/Ly6 domain-containing protein	9305	Sarcophilus harrisii	127	IPR035076	22..95
A0A7N4UZB0	unreviewed	UPAR/Ly6 domain-containing protein	9305	Sarcophilus harrisii	119	IPR035076	18..87
A0A7N5P869	unreviewed	UPAR/Ly6 domain-containing protein	9646	Ailuropoda melanoleuca	114	IPR035076	21..92
A0A7N9D2U2	unreviewed	UPAR/Ly6 domain-containing protein	9541	Macaca fascicularis	141	IPR035076	47..114
A0A7R5L5R2	unreviewed	UPAR/Ly6 domain-containing protein	649802	Pipra filicauda	142	IPR035076	55..130
A0A7S3LVF5	unreviewed	Snake toxin/toxin-like domain-containing protein	652834	Palpitomonas bilix	114	IPR035076	21..89
A0A803SPG0	unreviewed	UPAR/Ly6 domain-containing protein	28377	Anolis carolinensis	124	IPR035076	20..94
A0A803SX93	unreviewed	UPAR/Ly6 domain-containing protein	28377	Anolis carolinensis	126	IPR035076	21..96
